district_name_norm,state_ut_norm,specialty_canonical,demand_score,pop_weighted_demand,driving_needs,n_facilities,n_public,supply_capacity,coverage,unmet_demand,k_specialty,served_share,is_thin_specialty,score_basis,priority_tier,specialty_absent,unmet_intensity
Araria,Bihar,pediatrics,42.0,20.0,anaemia|child_illness_care|child_malnutrition|child_immunization|infant_young_child_feeding,0,0,null,0.0,20.0,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
Kanpur Dehat,Uttar Pradesh,pediatrics,39.0,19.737000000000002,anaemia|infant_young_child_feeding|child_immunization|child_illness_care|child_malnutrition,0,0,null,0.0,19.737000000000002,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
Kannauj,Uttar Pradesh,pediatrics,42.0,19.708,anaemia|child_immunization|child_illness_care|child_malnutrition|infant_young_child_feeding,0,0,null,0.0,19.708,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
Chitrakoot,Uttar Pradesh,pediatrics,39.0,19.462,child_immunization|infant_young_child_feeding|anaemia|child_illness_care|child_malnutrition,0,0,null,0.0,19.462,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
Budaun,Uttar Pradesh,pediatrics,41.0,19.204,child_illness_care|anaemia|child_immunization|child_malnutrition|infant_young_child_feeding,0,0,null,0.0,19.204,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
Bastar,Chhattisgarh,pediatrics,40.0,19.148,anaemia|child_illness_care|infant_young_child_feeding|child_immunization|child_malnutrition,0,0,null,0.0,19.148,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
Bahraich,Uttar Pradesh,pediatrics,40.0,19.047,infant_young_child_feeding|child_malnutrition|anaemia|child_illness_care|child_immunization,0,0,null,0.0,19.047,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
Shrawasti,Uttar Pradesh,pediatrics,41.0,19.028,infant_young_child_feeding|anaemia|child_illness_care|child_malnutrition|child_immunization,0,0,null,0.0,19.028,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
Purnia,Bihar,pediatrics,39.0,18.747999999999998,anaemia|infant_young_child_feeding|child_immunization|child_malnutrition|child_illness_care,0,0,null,0.0,18.747999999999998,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
Purba Champaran,Bihar,pediatrics,40.0,18.656000000000002,anaemia|infant_young_child_feeding|child_malnutrition|child_immunization|child_illness_care,0,0,null,0.0,18.656000000000002,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
Panna,Madhya Pradesh,preventive_medicine,37.0,18.61,birth_registration|child_immunization|cancer_screening|clean_cooking_air|micronutrient_fortification|tobacco_use|wash_sanitation,0,0,null,0.0,18.61,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Deoghar,Jharkhand,preventive_medicine,37.0,18.54,tobacco_use|child_immunization|micronutrient_fortification|cancer_screening|birth_registration|wash_sanitation|clean_cooking_air,0,0,null,0.0,18.54,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Ukhrul,Manipur,preventive_medicine,36.0,18.382,cancer_screening|child_immunization|wash_sanitation|micronutrient_fortification|clean_cooking_air|birth_registration|tobacco_use,0,0,null,0.0,18.382,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Balrampur,Uttar Pradesh,pediatrics,39.0,18.298000000000002,anaemia|child_malnutrition|infant_young_child_feeding|child_illness_care|child_immunization,0,0,null,0.0,18.298000000000002,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
Chitrakoot,Uttar Pradesh,preventive_medicine,36.0,18.192,birth_registration|child_immunization|cancer_screening|tobacco_use|micronutrient_fortification|clean_cooking_air|wash_sanitation,0,0,null,0.0,18.192,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Araria,Bihar,preventive_medicine,36.0,18.064,wash_sanitation|child_immunization|birth_registration|cancer_screening|tobacco_use|clean_cooking_air|micronutrient_fortification,0,0,null,0.0,18.064,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Ghazipur,Uttar Pradesh,pediatrics,40.0,18.058,child_illness_care|child_malnutrition|anaemia|child_immunization|infant_young_child_feeding,0,0,null,0.0,18.058,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
Mewat,Haryana,pediatrics,35.0,18.052,child_malnutrition|infant_young_child_feeding|anaemia|child_immunization,0,0,null,0.0,18.052,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
Mon,Nagaland,preventive_medicine,36.0,18.048000000000002,micronutrient_fortification|wash_sanitation|tobacco_use|clean_cooking_air|birth_registration|cancer_screening|child_immunization,0,0,null,0.0,18.048000000000002,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Hardoi,Uttar Pradesh,preventive_medicine,36.0,18.042,cancer_screening|micronutrient_fortification|tobacco_use|wash_sanitation|clean_cooking_air|birth_registration|child_immunization,0,0,null,0.0,18.042,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Sheohar,Bihar,pediatrics,39.0,17.991999999999997,infant_young_child_feeding|anaemia|child_malnutrition|child_illness_care|child_immunization,0,0,null,0.0,17.991999999999997,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
Sahibganj,Jharkhand,preventive_medicine,36.0,17.944000000000003,micronutrient_fortification|child_immunization|clean_cooking_air|birth_registration|tobacco_use|wash_sanitation|cancer_screening,0,0,null,0.0,17.944000000000003,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Sawai Madhopur,Rajasthan,preventive_medicine,36.0,17.942,child_immunization|tobacco_use|wash_sanitation|cancer_screening|micronutrient_fortification|birth_registration|clean_cooking_air,0,0,null,0.0,17.942,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Shrawasti,Uttar Pradesh,preventive_medicine,35.0,17.784,tobacco_use|birth_registration|micronutrient_fortification|clean_cooking_air|child_immunization|wash_sanitation|cancer_screening,0,0,null,0.0,17.784,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Banda,Uttar Pradesh,preventive_medicine,35.0,17.766,micronutrient_fortification|wash_sanitation|birth_registration|child_immunization|tobacco_use|clean_cooking_air|cancer_screening,0,0,null,0.0,17.766,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Balrampur,Uttar Pradesh,preventive_medicine,35.0,17.695999999999998,clean_cooking_air|birth_registration|micronutrient_fortification|tobacco_use|child_immunization|wash_sanitation|cancer_screening,0,0,null,0.0,17.695999999999998,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Unakoti,Tripura,preventive_medicine,35.0,17.694,birth_registration|clean_cooking_air|micronutrient_fortification|tobacco_use|child_immunization|cancer_screening|wash_sanitation,0,0,null,0.0,17.694,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Bahraich,Uttar Pradesh,preventive_medicine,35.0,17.68,cancer_screening|micronutrient_fortification|wash_sanitation|birth_registration|child_immunization|clean_cooking_air|tobacco_use,0,0,null,0.0,17.68,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Purba Champaran,Bihar,preventive_medicine,35.0,17.604,clean_cooking_air|birth_registration|cancer_screening|tobacco_use|child_immunization|wash_sanitation|micronutrient_fortification,0,0,null,0.0,17.604,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Darrang,Assam,pediatrics,37.0,17.602,infant_young_child_feeding|child_illness_care|anaemia|child_malnutrition|child_immunization,0,0,null,0.0,17.602,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
South Tripura,Tripura,preventive_medicine,35.0,17.586,birth_registration|cancer_screening|micronutrient_fortification|child_immunization|clean_cooking_air|wash_sanitation|tobacco_use,0,0,null,0.0,17.586,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Gonda,Uttar Pradesh,preventive_medicine,35.0,17.532,birth_registration|cancer_screening|wash_sanitation|child_immunization|clean_cooking_air|tobacco_use|micronutrient_fortification,0,0,null,0.0,17.532,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
West Karbi Anglong,Assam,pediatrics,38.0,17.522,child_illness_care|infant_young_child_feeding|anaemia|child_immunization|child_malnutrition,0,0,null,0.0,17.522,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
Unnao,Uttar Pradesh,preventive_medicine,35.0,17.518,micronutrient_fortification|tobacco_use|cancer_screening|child_immunization|birth_registration|clean_cooking_air|wash_sanitation,0,0,null,0.0,17.518,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Tuensang,Nagaland,preventive_medicine,35.0,17.503999999999998,clean_cooking_air|birth_registration|child_immunization|micronutrient_fortification|wash_sanitation|tobacco_use|cancer_screening,0,0,null,0.0,17.503999999999998,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Bara Banki,Uttar Pradesh,pediatrics,39.0,17.502000000000002,anaemia|child_malnutrition|infant_young_child_feeding|child_immunization|child_illness_care,0,0,null,0.0,17.502000000000002,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
West Khasi Hills,Meghalaya,preventive_medicine,34.0,17.466,micronutrient_fortification|tobacco_use|wash_sanitation|birth_registration|cancer_screening|child_immunization|clean_cooking_air,0,0,null,0.0,17.466,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Biswanath,Assam,pediatrics,34.0,17.462,child_immunization|infant_young_child_feeding|child_illness_care|anaemia|child_malnutrition,0,0,null,0.0,17.462,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
Purnia,Bihar,preventive_medicine,35.0,17.445999999999998,cancer_screening|tobacco_use|child_immunization|clean_cooking_air|birth_registration|micronutrient_fortification|wash_sanitation,0,0,null,0.0,17.445999999999998,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Dohad,Gujarat,pediatrics,41.0,21.438000000000002,child_immunization|child_malnutrition|child_illness_care|anaemia|infant_young_child_feeding,1,0,3.0,0.18658573541533854,17.437975004165974,0.24999843777013556,0.6034,false,demand_supply,critical,false,21.438000000000002
Lakhisarai,Bihar,pediatrics,35.0,17.39,anaemia|child_immunization|infant_young_child_feeding|child_illness_care|child_malnutrition,0,0,null,0.0,17.39,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
Kiphire,Nagaland,preventive_medicine,35.0,17.384,micronutrient_fortification|cancer_screening|tobacco_use|child_immunization|clean_cooking_air|birth_registration|wash_sanitation,0,0,null,0.0,17.384,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Panna,Madhya Pradesh,pediatrics,36.0,17.322,child_malnutrition|anaemia|child_illness_care|infant_young_child_feeding|child_immunization,0,0,null,0.0,17.322,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
Jalaun,Uttar Pradesh,pediatrics,35.0,17.316000000000003,anaemia|child_malnutrition|infant_young_child_feeding|child_immunization,0,0,null,0.0,17.316000000000003,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
Kishanganj,Bihar,pediatrics,37.0,17.297,child_illness_care|infant_young_child_feeding|anaemia|child_malnutrition|child_immunization,0,0,null,0.0,17.297,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
West Jaintia Hills,Meghalaya,preventive_medicine,34.0,17.294,tobacco_use|birth_registration|clean_cooking_air|wash_sanitation|cancer_screening|micronutrient_fortification|child_immunization,0,0,null,0.0,17.294,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Udalguri,Assam,pediatrics,38.0,17.237,infant_young_child_feeding|anaemia|child_immunization|child_malnutrition|child_illness_care,0,0,null,0.0,17.237,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
Fatehpur,Uttar Pradesh,preventive_medicine,34.0,17.216,tobacco_use|birth_registration|child_immunization|cancer_screening|clean_cooking_air|micronutrient_fortification|wash_sanitation,0,0,null,0.0,17.216,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Sitapur,Uttar Pradesh,preventive_medicine,34.0,17.194,tobacco_use|clean_cooking_air|birth_registration|micronutrient_fortification|child_immunization|wash_sanitation|cancer_screening,0,0,null,0.0,17.194,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
West Karbi Anglong,Assam,preventive_medicine,34.0,17.164,birth_registration|child_immunization|cancer_screening|micronutrient_fortification|tobacco_use|clean_cooking_air|wash_sanitation,0,0,null,0.0,17.164,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Sheohar,Bihar,preventive_medicine,34.0,17.131999999999998,wash_sanitation|birth_registration|clean_cooking_air|tobacco_use|micronutrient_fortification|cancer_screening|child_immunization,0,0,null,0.0,17.131999999999998,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Dohad,Gujarat,preventive_medicine,34.0,17.118000000000002,tobacco_use|child_immunization|wash_sanitation|clean_cooking_air|micronutrient_fortification|cancer_screening,0,0,null,0.0,17.118000000000002,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Damoh,Madhya Pradesh,preventive_medicine,34.0,17.108,cancer_screening|clean_cooking_air|tobacco_use|wash_sanitation|child_immunization|birth_registration|micronutrient_fortification,0,0,null,0.0,17.108,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Upper Subansiri,Arunachal Pradesh,preventive_medicine,34.0,17.106,birth_registration|micronutrient_fortification|wash_sanitation|child_immunization|clean_cooking_air|tobacco_use|cancer_screening,0,0,null,0.0,17.106,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Longleng,Nagaland,preventive_medicine,34.0,17.08,cancer_screening|child_immunization|micronutrient_fortification|tobacco_use|birth_registration|wash_sanitation|clean_cooking_air,0,0,null,0.0,17.08,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Kaushambi,Uttar Pradesh,preventive_medicine,34.0,17.072,birth_registration|cancer_screening|child_immunization|clean_cooking_air|wash_sanitation|tobacco_use|micronutrient_fortification,0,0,null,0.0,17.072,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Tamenglong,Manipur,preventive_medicine,34.0,17.044,clean_cooking_air|micronutrient_fortification|cancer_screening|birth_registration|wash_sanitation|tobacco_use|child_immunization,0,0,null,0.0,17.044,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Kannauj,Uttar Pradesh,preventive_medicine,34.0,17.018,birth_registration|cancer_screening|wash_sanitation|child_immunization|micronutrient_fortification|clean_cooking_air|tobacco_use,0,0,null,0.0,17.018,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Udalguri,Assam,preventive_medicine,34.0,17.016,cancer_screening|clean_cooking_air|birth_registration|micronutrient_fortification|child_immunization|tobacco_use|wash_sanitation,0,0,null,0.0,17.016,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Kanpur Dehat,Uttar Pradesh,preventive_medicine,34.0,17.009999999999998,cancer_screening|birth_registration|tobacco_use|child_immunization|clean_cooking_air|micronutrient_fortification|wash_sanitation,0,0,null,0.0,17.009999999999998,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Kishanganj,Bihar,preventive_medicine,34.0,17.008,tobacco_use|wash_sanitation|cancer_screening|clean_cooking_air|child_immunization|micronutrient_fortification|birth_registration,0,0,null,0.0,17.008,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Chatra,Jharkhand,preventive_medicine,34.0,16.994,clean_cooking_air|micronutrient_fortification|child_immunization|birth_registration|cancer_screening|tobacco_use|wash_sanitation,0,0,null,0.0,16.994,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Peren,Nagaland,preventive_medicine,34.0,16.984,micronutrient_fortification|wash_sanitation|child_immunization|clean_cooking_air|tobacco_use|birth_registration|cancer_screening,0,0,null,0.0,16.984,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Zunheboto,Nagaland,preventive_medicine,34.0,16.978,clean_cooking_air|child_immunization|wash_sanitation|micronutrient_fortification|cancer_screening|birth_registration|tobacco_use,0,0,null,0.0,16.978,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Churachandpur,Manipur,preventive_medicine,33.0,16.976,clean_cooking_air|birth_registration|child_immunization|wash_sanitation|micronutrient_fortification|tobacco_use|cancer_screening,0,0,null,0.0,16.976,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Pashchim Champaran,Bihar,preventive_medicine,34.0,16.962,micronutrient_fortification|cancer_screening|wash_sanitation|clean_cooking_air|birth_registration|tobacco_use|child_immunization,0,0,null,0.0,16.962,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Godda,Jharkhand,preventive_medicine,34.0,16.902,birth_registration|micronutrient_fortification|clean_cooking_air|cancer_screening|wash_sanitation|child_immunization|tobacco_use,0,0,null,0.0,16.902,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Sahibganj,Jharkhand,pediatrics,34.0,16.876,child_immunization|child_illness_care|infant_young_child_feeding|anaemia|child_malnutrition,0,0,null,0.0,16.876,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
Sukma,Chhattisgarh,pediatrics,32.0,16.836,infant_young_child_feeding|anaemia|child_malnutrition|child_illness_care|child_immunization,0,0,null,0.0,16.836,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
North Tripura,Tripura,preventive_medicine,33.0,16.78,clean_cooking_air|birth_registration|micronutrient_fortification|tobacco_use|child_immunization|cancer_screening|wash_sanitation,0,0,null,0.0,16.78,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Mahoba,Uttar Pradesh,preventive_medicine,33.0,16.766,birth_registration|cancer_screening|child_immunization|micronutrient_fortification|clean_cooking_air|wash_sanitation|tobacco_use,0,0,null,0.0,16.766,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Mahoba,Uttar Pradesh,pediatrics,36.0,16.732,anaemia|child_immunization|child_malnutrition|child_illness_care|infant_young_child_feeding,0,0,null,0.0,16.732,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
Jamui,Bihar,pediatrics,32.0,16.716,anaemia|child_illness_care|infant_young_child_feeding|child_immunization|child_malnutrition,0,0,null,0.0,16.716,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
Longding,Arunachal Pradesh,preventive_medicine,33.0,16.622,cancer_screening|birth_registration|child_immunization|tobacco_use|clean_cooking_air|micronutrient_fortification|wash_sanitation,0,0,null,0.0,16.622,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Bastar,Chhattisgarh,preventive_medicine,33.0,16.616,birth_registration|tobacco_use|wash_sanitation|cancer_screening|micronutrient_fortification|clean_cooking_air|child_immunization,0,0,null,0.0,16.616,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Dima Hasao,Assam,preventive_medicine,33.0,16.604,clean_cooking_air|cancer_screening|birth_registration|wash_sanitation|micronutrient_fortification|child_immunization|tobacco_use,0,0,null,0.0,16.604,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Kheri,Uttar Pradesh,preventive_medicine,33.0,16.604,child_immunization|clean_cooking_air|micronutrient_fortification|birth_registration|cancer_screening|wash_sanitation|tobacco_use,0,0,null,0.0,16.604,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Karbi Anglong,Assam,preventive_medicine,33.0,16.6,wash_sanitation|child_immunization|cancer_screening|micronutrient_fortification|birth_registration|tobacco_use|clean_cooking_air,0,0,null,0.0,16.6,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
North Garo Hills,Meghalaya,preventive_medicine,33.0,16.582,tobacco_use|wash_sanitation|birth_registration|clean_cooking_air|cancer_screening|micronutrient_fortification|child_immunization,0,0,null,0.0,16.582,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Kaushambi,Uttar Pradesh,pediatrics,33.0,16.532000000000004,anaemia|child_illness_care|child_immunization|child_malnutrition|infant_young_child_feeding,0,0,null,0.0,16.532000000000004,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
Pakur,Jharkhand,preventive_medicine,33.0,16.516,cancer_screening|child_immunization|birth_registration|tobacco_use|micronutrient_fortification|clean_cooking_air|wash_sanitation,0,0,null,0.0,16.516,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Kheri,Uttar Pradesh,pediatrics,32.0,16.508,child_immunization|child_malnutrition|infant_young_child_feeding|anaemia,0,0,null,0.0,16.508,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
Wokha,Nagaland,preventive_medicine,33.0,16.508,tobacco_use|clean_cooking_air|micronutrient_fortification|cancer_screening|wash_sanitation|birth_registration|child_immunization,0,0,null,0.0,16.508,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Jhansi,Uttar Pradesh,preventive_medicine,33.0,16.49,cancer_screening|birth_registration|micronutrient_fortification|wash_sanitation|child_immunization|clean_cooking_air|tobacco_use,0,0,null,0.0,16.49,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Nagaon,Assam,preventive_medicine,33.0,16.48,birth_registration|child_immunization|wash_sanitation|tobacco_use|micronutrient_fortification|cancer_screening|clean_cooking_air,0,0,null,0.0,16.48,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Dima Hasao,Assam,pediatrics,38.0,16.458000000000002,infant_young_child_feeding|child_malnutrition|child_immunization|child_illness_care|anaemia,0,0,null,0.0,16.458000000000002,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
Sawai Madhopur,Rajasthan,pediatrics,38.0,16.432000000000002,anaemia|child_immunization|child_illness_care|infant_young_child_feeding|child_malnutrition,0,0,null,0.0,16.432000000000002,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
Godda,Jharkhand,pediatrics,37.0,16.414,infant_young_child_feeding|child_malnutrition|anaemia|child_illness_care|child_immunization,0,0,null,0.0,16.414,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
Firozabad,Uttar Pradesh,preventive_medicine,33.0,16.412,tobacco_use|birth_registration|cancer_screening|micronutrient_fortification|clean_cooking_air|wash_sanitation|child_immunization,0,0,null,0.0,16.412,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Mewat,Haryana,preventive_medicine,33.0,16.365000000000002,wash_sanitation|clean_cooking_air|birth_registration|cancer_screening|tobacco_use|micronutrient_fortification|child_immunization,0,0,null,0.0,16.365000000000002,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Pakur,Jharkhand,pediatrics,30.0,16.328000000000003,anaemia|infant_young_child_feeding|child_immunization|child_illness_care|child_malnutrition,0,0,null,0.0,16.328000000000003,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
Sukma,Chhattisgarh,preventive_medicine,32.0,16.234,micronutrient_fortification|clean_cooking_air|child_immunization|tobacco_use|cancer_screening|birth_registration|wash_sanitation,0,0,null,0.0,16.234,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
West Khasi Hills,Meghalaya,pediatrics,34.0,16.192,anaemia|child_illness_care|child_malnutrition|infant_young_child_feeding|child_immunization,0,0,null,0.0,16.192,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
Doda,Jammu & Kashmir,pediatrics,32.0,16.189999999999998,anaemia|child_immunization|child_malnutrition|infant_young_child_feeding,0,0,null,0.0,16.189999999999998,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
Tuensang,Nagaland,pediatrics,38.0,16.151,child_malnutrition|infant_young_child_feeding|child_immunization|anaemia|child_illness_care,0,0,null,0.0,16.151,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
Karbi Anglong,Assam,pediatrics,37.0,16.11,child_malnutrition|anaemia|child_immunization|child_illness_care|infant_young_child_feeding,0,0,null,0.0,16.11,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
Jamui,Bihar,preventive_medicine,32.0,16.072,birth_registration|clean_cooking_air|cancer_screening|child_immunization|micronutrient_fortification|tobacco_use|wash_sanitation,0,0,null,0.0,16.072,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Sheopur,Madhya Pradesh,preventive_medicine,32.0,16.067999999999998,cancer_screening|tobacco_use|birth_registration|child_immunization|micronutrient_fortification|wash_sanitation|clean_cooking_air,0,0,null,0.0,16.067999999999998,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
East Siang,Arunachal Pradesh,preventive_medicine,32.0,16.026,birth_registration|tobacco_use|clean_cooking_air|wash_sanitation|micronutrient_fortification|cancer_screening|child_immunization,0,0,null,0.0,16.026,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Rae Bareli,Uttar Pradesh,preventive_medicine,32.0,16.008,child_immunization|birth_registration|cancer_screening|wash_sanitation|micronutrient_fortification|tobacco_use|clean_cooking_air,0,0,null,0.0,16.008,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Jalaun,Uttar Pradesh,preventive_medicine,32.0,15.998000000000001,cancer_screening|wash_sanitation|tobacco_use|clean_cooking_air|birth_registration|child_immunization|micronutrient_fortification,0,0,null,0.0,15.998000000000001,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Banda,Uttar Pradesh,pediatrics,40.0,19.993000000000002,child_malnutrition|anaemia|child_immunization|child_illness_care|infant_young_child_feeding,1,1,3.0,0.20007127473785966,15.992975004165974,0.24999843777013556,0.6034,false,demand_supply,critical,false,19.993000000000002
Bharatpur,Rajasthan,preventive_medicine,32.0,15.95,wash_sanitation|micronutrient_fortification|birth_registration|tobacco_use|clean_cooking_air|cancer_screening|child_immunization,0,0,null,0.0,15.95,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Phek,Nagaland,preventive_medicine,32.0,15.91,child_immunization|micronutrient_fortification|cancer_screening|tobacco_use|birth_registration|clean_cooking_air,0,0,null,0.0,15.91,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Lakhisarai,Bihar,preventive_medicine,32.0,15.908,child_immunization|wash_sanitation|birth_registration|tobacco_use|micronutrient_fortification|cancer_screening|clean_cooking_air,0,0,null,0.0,15.908,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
North Tripura,Tripura,pediatrics,35.0,15.904,infant_young_child_feeding|child_malnutrition|anaemia|child_illness_care|child_immunization,0,0,null,0.0,15.904,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
South Salmara Mancachar,Assam,pediatrics,35.0,15.902,anaemia|child_illness_care|child_malnutrition|child_immunization|infant_young_child_feeding,0,0,null,0.0,15.902,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
Kamrup,Assam,preventive_medicine,32.0,15.894,clean_cooking_air|child_immunization|micronutrient_fortification|birth_registration|wash_sanitation|tobacco_use|cancer_screening,0,0,null,0.0,15.894,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Kanshiram Nagar,Uttar Pradesh,preventive_medicine,32.0,15.894,child_immunization|clean_cooking_air|birth_registration|tobacco_use|cancer_screening|micronutrient_fortification|wash_sanitation,0,0,null,0.0,15.894,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Baksa,Assam,pediatrics,33.0,15.879999999999999,child_malnutrition|infant_young_child_feeding|anaemia|child_illness_care|child_immunization,0,0,null,0.0,15.879999999999999,0.24999843777013556,0.6034,false,demand_supply,critical,true,null
Ghazipur,Uttar Pradesh,preventive_medicine,32.0,15.877,clean_cooking_air|cancer_screening|wash_sanitation|child_immunization|micronutrient_fortification|birth_registration|tobacco_use,0,0,null,0.0,15.877,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Namsai,Arunachal Pradesh,preventive_medicine,31.0,15.876,child_immunization|wash_sanitation|tobacco_use|cancer_screening|clean_cooking_air|micronutrient_fortification|birth_registration,0,0,null,0.0,15.876,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Papum Pare,Arunachal Pradesh,preventive_medicine,32.0,15.874,cancer_screening|tobacco_use|birth_registration|child_immunization|micronutrient_fortification|wash_sanitation,0,0,null,0.0,15.874,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
Doda,Jammu & Kashmir,preventive_medicine,32.0,15.871,cancer_screening|clean_cooking_air|child_immunization|micronutrient_fortification|wash_sanitation|birth_registration|tobacco_use,0,0,null,0.0,15.871,0.17587055926837847,0.32153,false,demand_supply,critical,true,null
